video_id,title,description,channel_title,channel_id,published_at,search_keyword,url,view_count,like_count,comment_count,duration
MNPBVGpUsFs,The Largest Crypto Crash in History: How Trump&#39;s Tariff Destroyed $20 Billion in 24 Hours,"October 10, 2025. 5:47 PM Eastern Time. Donald Trump posts 43 words on Truth Social. Within hours, $20 billion in ...",The Millionaire Curve,UCitWZox4vwUv0tiZ7_Hr1Ew,2025-10-12T20:20:28Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=MNPBVGpUsFs,4,0,0,PT17M23S
RXV20K6y184,CRYPTO CRASHES $19B ON TRUMP&#39;S TARIFF SHOCK —WHAT ’s NEXT?,https://youtu.be/ddjQadr9Zv0?si=PdrsUIZ4sjgHxHpI https://youtu.be/NnmzNf-yqG4?si=Lus5UWE3spqkX-Mu ...,KNOWLEDGE WORLD ,UCBYG3TGfwFL2Zdj1bpuBeWQ,2025-10-12T17:34:53Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=RXV20K6y184,14,1,0,PT2M6S
D5M9oFIJP4Y,"Global Markets in Shock: Nasdaq Crash Explained | Rare Earth Ban, Trump Tariffs, Bitcoin Drop",Global stock markets faced a sudden crash! Nasdaq falls 3.5% (down 820 points) Dow Jones drops 2.5% Bitcoin dives nearly ...,Gyanance,UCGjrvTLOud0mT6bJkF0Vj7A,2025-10-13T13:58:23Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=D5M9oFIJP4Y,637,6,0,PT1M45S
mXlkeBFppkE,💥 Trump’s Tariff CRASHED Crypto! $19 Billion Gone in 24 Hours | Bitcoin &amp; Ethereum Drop!,"Crypto Market Update – October 12, 2025: Donald Trump's 100% tariff on Chinese tech has shaken the entire crypto world. Bitcoin ...",Crypto Insider JR,UCQMLovciUEIMfyzNryDV0Sg,2025-10-12T16:50:24Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=mXlkeBFppkE,23,4,0,PT45S
xjl8LIWrZLo,TRUMP CRASHES CRYPTO AND STOCKS TODAY WITH TARIFFS! #btc #stocks,TRUMP CRASHES CRYPTO AND STOCKS TODAY WITH TARIFFS! #btc #stocks.,Blockchain Crusader,UCyQ7lHLiJwDmM7WCBRlVdNw,2025-10-11T01:20:40Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=xjl8LIWrZLo,1084,20,3,PT58S
Tx0swmgmjG4,🧐👉 🚨 $9.4 Billion Wiped Out: Trump&#39;s Tariffs Trigger Crypto&#39;s Biggest ... #QixNewsCrypto,"The crypto market just experienced its largest single-day liquidation event in history, with a staggering $9.4 billion in positions ...",QixNews,UCsvYv54zX-EJMlgL43AlRFQ,2025-10-12T00:11:22Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=Tx0swmgmjG4,405,2,0,PT21S
SXEx2vW3JZY,"Weekly Market Wrap: Oct 13-19 | Trump Tariffs, Bank Crash, Gold Record High &amp; Crypto Chaos","Your complete market recap for October 13-19, 2025. This week had it all: Trump softened his China tariff stance sparking a ...",Market Crash Alerts,UCVKdpifJyoibK6qe8Z6msHg,2025-10-19T12:48:02Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=SXEx2vW3JZY,1389,6,4,PT35S
J69_WSXtifc,Trumps Tariffs Crash Crypto Markets #shorts,"billion — gone overnight. When Donald Trump announced 100% tariffs on Chinese imports, global markets shook… but crypto ...",Snap The Globe,UC12G0ag1rq5Gv4n7TK9lJ2A,2025-10-14T17:00:22Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=J69_WSXtifc,582,8,1,PT43S
3Xq0VF0NeiQ,How Trump’s Tariffs Supercharged Bitcoin,Bitcoin Bloodbath Explained! Trump's 100% Tariffs Wipe Out $9.4 B From Crypto Market Crypto Market CRASHED After Trump's ...,Trading Strategy,UCpiXVRaYfcadAx91l1vXTUQ,2025-10-12T12:28:00Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=3Xq0VF0NeiQ,55,7,1,PT5S
Tg39C3yOumU,Crypto Market Crash Wipes Out $19 Billion After Trump’s China Tariffs Trigger Panic Sell-Off,Crypto market meltdown: Over $19 billion wiped out in a massive crash after Trump's new 100% tariffs on Chinese tech triggered ...,Daily World News 26,UCkr9RxTFPT5XKPjAR5rcOeA,2025-10-12T16:57:01Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=Tg39C3yOumU,1058,8,0,PT21S
w1PL_Wh0XzE,"Why Is Crypto Down Today? Trump Tariffs Impact Explained, Bitcoin Price Prediction #crypto #bitcoin","Welcome to LinixBit, your trusted source for deep-dive crypto technical analysis, Bitcoin market updates, and real-time insights ...",linixbit,UCvS74EBRkVhKgYz9Ak7NEFg,2025-10-11T16:42:20Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=w1PL_Wh0XzE,110,2,0,PT1M47S
cH-OanlC6tc,Bitcoin Crashes After Trump Announces 100% Tariff on China 😳💥😱,,Raghav lamba,UCq4WTjwglZESq7CWCWykBxg,2025-10-11T12:44:37Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=cH-OanlC6tc,1218,8,0,PT30S
zVnN4wOiLTI,From FTX to the Trump Tariff Crash — The 5 Worst Days in Crypto History,"The crypto market has seen some massive wipeouts — but which were the biggest in history? In this video, we break down the ...",Cat Mouse Crypto,UCg62ClcEXH4LRog-RTFLc4A,2025-10-13T10:09:45Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=zVnN4wOiLTI,53,7,0,PT4M24S
fuCZy5FA4fw,💣 Crypto Market Meltdown $10 Billion Liquidated After Trump’s China Tariff Shock!,Global crypto markets crashed as $10 billion in leveraged positions were liquidated within hours — the biggest wipeout of 2025.,US Socialist,UC_iWGNQSE4THoqJMx3txGSQ,2025-10-11T05:00:47Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=fuCZy5FA4fw,4719,4,0,PT5S
d7w2RZ_Rb4c,"Bitcoin (BTCUSD) CRASH: Trump Tariff News &amp; What The Charts Say Next - October 14, 2025","Welcome to a critical analysis of Bitcoin's recent price action on October 14, 2025. The crypto market was sent into a tailspin ...",Explain The Charts,UCfalMw81gi--NqBTgMWGUjQ,2025-10-14T00:23:43Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=d7w2RZ_Rb4c,1,0,0,PT8M8S
dXMD5Bu4ct8,US 100% China Tariff Sparks $19 Bn Crypto Market Loss Amid Thin Regulation; Watch Expert&#39;s Take,"The U.S. imposition of a 100% tariff on Chinese goods has sent shockwaves through the global crypto market, causing an ...",Times Now,UC6RJ7-PaXg6TIH2BzZfTV7w,2025-10-11T14:49:36Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=dXMD5Bu4ct8,32007,163,62,PT6M33S
klmLcBEj0_Q,"Crypto Market Bloodbath: Bitcoin, Ethereum Crash After Trump Tariffs #CryptoCrash #BitcoinDrop","Bitcoin plummeted 7.6% to $112592, and Ethereum dropped 12.2% to $3845 following President Trump's announcement of a ...",Hindi Queries,UCaWVs2iO5dIsvImymFHarGg,2025-10-11T10:01:14Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=klmLcBEj0_Q,1034,7,1,PT7S
hnF8h2XhD_o,Trump’s 100% Tariff DESTROYED Crypto — Here’s What Happens Next,"Donald Trump just announced a 100% tariff on Chinese goods, and the crypto market instantly crashed, wiping out $19 billion in ...",Crypto Prachit,UCu4xrLtVM44baO4BBIGMU-g,2025-10-14T14:10:34Z,Trump tariff crypto crash,https://www.youtube.com/watch?v=hnF8h2XhD_o,46,0,1,PT8M39S
k1J925PNFT0,"Binance USDe, wBETH Crash: Full October 2025 Liquidation Analysis",Billion liquidated in hours. Uncover how a coordinated attack exploited a Binance margin flaw via USDe/wBETH/BNSOL to trigger ...,The Strategic Investor,UCHVAj3zGXDcvfUjnk4kRwTw,2025-10-17T16:07:10Z,Binance crash October 2025,https://www.youtube.com/watch?v=k1J925PNFT0,42,0,0,PT10M8S
bCmC3jvKk6o,Is Binance Season OFFICIALLY OVER???,Is Binance Season OFFICIALLY OVER??? #crypto #trading #memecoins #binance #shorts.,Crypto Vic,UCPPELbQ_VE1qsouLA8DnR2A,2025-10-10T16:16:45Z,Binance crash October 2025,https://www.youtube.com/watch?v=bCmC3jvKk6o,7121,227,40,PT56S
kXkA2JuCBLM,"Binance Massive Compensation - USD 283M as USDe, BNSOL, WBETH Depegged in the 1011 Crypto Crash.","Breaking news from the crypto world! Binance has just announced a massive compensation plan for its users, totaling a ...",One More Bitcoin,UCfx-AwJM8VUbPuhwQHWmaFA,2025-10-13T11:13:27Z,Binance crash October 2025,https://www.youtube.com/watch?v=kXkA2JuCBLM,322,3,0,PT58S
f95C9bQlL4U,The Massive Binance Rugpull.,Meet Kevin Membership: https://MeetKevin.com ✓ ⚠️ ⚠️   HouseHack Startup: https://househack.com ⚠️ (Read any ...,Meet Kevin,UCUvvj5lwue7PspotMDjk5UA,2025-10-15T19:34:15Z,Binance crash October 2025,https://www.youtube.com/watch?v=f95C9bQlL4U,108488,2571,375,PT20M54S
4DTGjZyLeCs,Binance $19B Crash EXPOSED: Insider Secrets Behind Crypto Panic! | Amber Zaidi,"On October 10, 2025, the global cryptocurrency market witnessed one of its biggest collapses in recent years, with nearly $19 ...",Amber Zaidi Official,UCgX-nwxANLWE1d087jWlKQQ,2025-10-22T05:41:00Z,Binance crash October 2025,https://www.youtube.com/watch?v=4DTGjZyLeCs,14186,808,74,PT24M56S
mxlLLU-FRaU,“Binance EXPOSED The Truth Behind the Biggest Crypto Crash in History”,Binance EXPOSED The Truth Behind the Biggest Crypto Crash in History” Binance Binance manipulation Crypto crash 2025 XRP ...,Finance Flicks Hub,UCdubCQs-ZMhP3cgPd7Y3VmA,2025-10-12T11:01:16Z,Binance crash October 2025,https://www.youtube.com/watch?v=mxlLLU-FRaU,147,3,0,PT8M7S
_-EaXwSU5IU,Binance under the microscope after the crash! #crypto #binance #cryptocurrency #trading #marketcrash,"During crypto's record liquidation, Binance faced user reports of outages and failed orders. The exchange plans compensation for ...",LemonAIDLedger,UCg6a1h6vFP_MdqIVnfnN_8Q,2025-10-13T23:00:41Z,Binance crash October 2025,https://www.youtube.com/watch?v=_-EaXwSU5IU,172,2,0,PT55S
CniNBXrsSDg,Did Binance Just Liquidate EVERYONE? (MARKET MANIPULATION),FREE NEWSLETTER: https://www.learningcrypto.com/ SHOP: https://shop.learningcrypto.com 🕊️ SECOND CITIZENSHIPS: ...,Crypto Tips,UCavTvSwEoRABvnPtLg0e6LQ,2025-10-12T16:00:17Z,Binance crash October 2025,https://www.youtube.com/watch?v=CniNBXrsSDg,58038,3332,471,PT13M55S
Y9ah1QDSceE,🚨 THE $19 BILLION BINANCE HEIST  #crypto #bitcoin #cryptocurrency #binance,"In this explosive investigation, I expose the largest market manipulation scandal in cryptocurrency history. On October 10th, 2025, ...",CoinPulse,UCmpbpQJekKrNp0qlDzrVI6g,2025-10-16T18:20:04Z,Binance crash October 2025,https://www.youtube.com/watch?v=Y9ah1QDSceE,35,5,1,PT2M48S
bJ-lmuewg04,￼Binance manipulated the crypto market to crash the altcoins? #crypto #cryptocurrency #bitcoin,,Andrew Todd,UCMh5To9Ek1gmbyOzaeBHLAA,2025-10-12T22:19:14Z,Binance crash October 2025,https://www.youtube.com/watch?v=bJ-lmuewg04,820,6,4,PT24S
Huee_qtraY4,ATOM Flash Crash on Binance 🔥 ₹1 Crore Turned ₹10 | Crypto Scam #shorts  #viral,"ATOM Flash Crash on Binance ₹1 Crore Turned ₹10 | Crypto Scam #shorts #viral Last night, a shocking ATOM flash crash on ...",FinFarm,UCdFcrrmclt_c8185gswqF9g,2025-10-25T10:30:12Z,Binance crash October 2025,https://www.youtube.com/watch?v=Huee_qtraY4,967,35,2,PT1M2S
zG8Rm1ZPOyU,Binance Crashed 😭💔...#binance #crash #marketcrash #trading,,Rahul mahato,UCedqZFhvbj291t-SGAnhRtg,2025-10-10T21:54:41Z,Binance crash October 2025,https://www.youtube.com/watch?v=zG8Rm1ZPOyU,86,0,0,PT32S
WPhlWbn1r6E,bitcoin crashed | scam binance exchange | scam crypto crashed | binance scam exposed | urdu hindi,https://bit.ly/Binancecryptoregister Binance Create Account Link https://bit.ly/MexcRegister Mexc Create Account Link ...,Naaw King,UC7wX-rz-bAuX_IPODnLwImg,2025-10-11T05:00:05Z,Binance crash October 2025,https://www.youtube.com/watch?v=WPhlWbn1r6E,948,37,6,PT9M4S
v3cMUTuCdYo,Crypto Market Crash Today News #binance #marketcrash2025 #shorts,Crypto Market Crash Today News #binance #marketcrash2025 #shorts crypto market crash crypto market today crypto market ...,Editz With Yt,UC33ouQu9OKwzfqS4zx0cq8w,2025-10-10T23:22:52Z,Binance crash October 2025,https://www.youtube.com/watch?v=v3cMUTuCdYo,77,1,0,PT23S
KuZ-5o3IMEo,Crypto Market Crash Today News #binance #marketcrash2025 #shorts,Crypto Market Crash Today News #binance #marketcrash2025 #shorts crypto market crash crypto market today crypto market ...,Editz With Yt,UC33ouQu9OKwzfqS4zx0cq8w,2025-10-11T04:00:58Z,Binance crash October 2025,https://www.youtube.com/watch?v=KuZ-5o3IMEo,83,0,0,PT21S
TNldXxowBh0,"🧐👉 600 Binance Wallets Closed: Will BNB Price Rally to $1,500 or Crash? #QixNewsAI","Binance Wallet recently closed over 600 user accounts for misusing automated trading tools, specifically 'bot farms' on Binance ...",QixNews,UCsvYv54zX-EJMlgL43AlRFQ,2025-10-20T07:27:47Z,Binance crash October 2025,https://www.youtube.com/watch?v=TNldXxowBh0,15,0,0,PT23S
kZLZ0OMA6hQ,Binance&#39;s The $400 Million Together Initiative Plan saves 10-11th Crypto Crash!,M in token vouchers for liquidation victims → $100M in low-interest loans to help institutions restart Learn more: ...,Crypto Yuhanis,UCrizrtboPPGi0L2BjMAzbeQ,2025-10-15T13:36:53Z,Binance crash October 2025,https://www.youtube.com/watch?v=kZLZ0OMA6hQ,44401,280,29,PT8M
mf7QXkGUw6Y,Liquidated James Wynn Storms Into Binance To Demand His Money Back #cryptotrading #trading,Liquidated James Wynn Storms Into Binance To Demand His Money Back #cryptotrading #trading #money #binance.,Crypto Hustle,UCTfohLoTjfgjn7R8CIVSy9Q,2025-10-16T18:53:24Z,Binance crash October 2025,https://www.youtube.com/watch?v=mf7QXkGUw6Y,21329,166,8,PT11S
1YQY05X00u0,Why Crypto Could Crash Without Warning | Flash Crash Risk Explained,"Raoul Pal and Delphi Digital co-founder Kevin Kelly join Ash Bennington to discuss the recent market volatility, what's driving ...",Real Vision,UCGXWKlq1Oxr3ddEtmKhAkPg,2025-10-22T02:13:07Z,Binance crash October 2025,https://www.youtube.com/watch?v=1YQY05X00u0,802,7,0,PT34S
5fTv9ThJg6U,what did he know?,support: https://www.patreon.com/coffeezilla disclaimer (updated May 2025): voidzilla is an opinion‑driven channel that comments ...,voidzilla,UC28n0tlcNSa1iPe5mettocg,2025-10-11T20:20:55Z,Binance crash October 2025,https://www.youtube.com/watch?v=5fTv9ThJg6U,2391493,100123,12327,PT7M4S
tMry_lmobKs,Get compensation from Binance for Recent Market Crash Lequidation #crypto,"if you are facing any losses due to recent market crash , you can get compensation by contacting binance support.",Crypto with Nik,UC2zFAq4FzF-BjQrJmXFtBFg,2025-10-15T15:53:51Z,Binance crash October 2025,https://www.youtube.com/watch?v=tMry_lmobKs,1353,7,32,PT54S
3ijxmbUiMXI,Crypto Crash: KAS&#39;s 90% Loss Explained on Binance! #shorts,"KAS on Binance: watch a trade start strong, then implode without a liquidation. It highlights the critical need for risk management ...",Crapto Mindset,UCmnvz9tI7xKxCmaoZ783TPA,2025-10-29T03:54:27Z,Binance crash October 2025,https://www.youtube.com/watch?v=3ijxmbUiMXI,346,1,0,PT32S
7OzGzT29dGY,Crypto Crash: Coinbase vs. Binance Price Differences! #shorts,A crazy event in crypto saw huge price differences between Coinbase and Binance. One exchange saw a 50% drop! It was a fire ...,Crypto 101,UCtTBOezgZJ2yxXCio4TIMsA,2025-10-16T23:15:35Z,Binance crash October 2025,https://www.youtube.com/watch?v=7OzGzT29dGY,795,10,0,PT18S
V0bM-1MDo7Y,BITCOIN CRASH. #usa #viral #youtubeshorts #bitcoin #bitcoinnews #cryptocurrency #binance #youtube,,FactPhobia,UC66o0-umyEfX23iwE7pFKOw,2025-10-22T09:30:26Z,Binance crash October 2025,https://www.youtube.com/watch?v=V0bM-1MDo7Y,35,0,0,PT39S
7saGtdegcs4,Crypto Market Crash Today News #binance #marketcrash2025 #shorts,Aave Coin Future Trading In Urdu 2025 | Crypto Market Crash Today News crypto market crash crypto market today crypto market ...,Editz With Yt,UC33ouQu9OKwzfqS4zx0cq8w,2025-10-11T09:37:51Z,Binance crash October 2025,https://www.youtube.com/watch?v=7saGtdegcs4,40,0,0,PT1M24S
kMFwT3rKrFI,Collins asks Trump about his decision to pardon founder of crypto exchange Binance,"CNN's Kaitlan Collins asks President Donald Trump about his decision to pardon Changpeng Zhao, founder of the crypto ...",CNN,UCupvZG-5ko_eiXAupbDfxWw,2025-10-24T00:17:08Z,Binance crash October 2025,https://www.youtube.com/watch?v=kMFwT3rKrFI,961148,17977,2945,PT1M7S
0WAvNAi3_pM,Black Monday: Trump’s China Tariffs Crash Crypto! #btc #crypto #trump #tariffs #china #bitcoin,"Trump just hit China with 100% tariffs — and the crypto market collapsed instantly. Meanwhile, Trump's friends made millions ...",BTC house,UCfdUd-NYxmQr8Unm1riVPog,2025-10-12T16:11:04Z,Binance crash October 2025,https://www.youtube.com/watch?v=0WAvNAi3_pM,1306,15,7,PT16S
Gqb3p2JTV24,REAL REASON FOR BITCOIN CRASH - TRUMP AND BINANCE EFFECT ON CRYPTO MARKETS,Telegram   https://t.me/cryptojargon69 Twitter   https://twitter.com/crypto_jargon Disclaimer: This video represents my personal ...,Crypto Jargon,UCSxjMb2OIobraWIljViiW8w,2025-10-11T14:37:57Z,Binance crash October 2025,https://www.youtube.com/watch?v=Gqb3p2JTV24,32777,1750,145,PT8M34S
vlzkJedDVfY,I Investigated the Human Cost of the Bitcoin Crash #shorts,"I spent days investigating the human side of the crypto crash — how the Bitcoin market's collapse didn't just erase billions, but ...",zwny,UCG60SLq9KEX6tyQySUHmvhA,2025-10-21T18:09:40Z,Binance crash October 2025,https://www.youtube.com/watch?v=vlzkJedDVfY,220,1,0,PT1M15S
SvxqL-CNwGc,Sen. Elizabeth Warren slams Trump pardon of Binance founder Changpeng Zhao: CNBC Crypto World,"On today's episode of CNBC Crypto World, major cryptocurrencies rebound from Wednesday's pullback. Plus, the White House ...",CNBC Television,UCrp_UI8XtuYfpiqluWLD7Lw,2025-10-23T19:37:10Z,Binance crash October 2025,https://www.youtube.com/watch?v=SvxqL-CNwGc,15747,199,137,PT11M20S
ieCbxc4gvuU,Binance Scam Exposed 🚨- #binance #cryptoscam #binanceexposed #btc,,Trade with Subhan,UCAAKyAH9GUMomkycgwaqNLA,2025-10-16T22:58:31Z,Binance crash October 2025,https://www.youtube.com/watch?v=ieCbxc4gvuU,11,0,0,PT1M56S
iOcJ7VNywyk,Crypto Crash: Binance CEO&#39;s Tweet &amp; Meme Coin Mayhem! #shorts,"A meme coin crash highlights that family and health are more important than money. Financial loss is tough, but support is there.",Dave Partner TV,UCFr6eaJ3ELZR3_6vZyOXYTw,2025-10-22T05:04:33Z,Binance crash October 2025,https://www.youtube.com/watch?v=iOcJ7VNywyk,32,0,0,PT25S
JMEJTORMVN4,historic levels of corruption,binance founder getting pardoned is truly unreal given the obvious benefits given to the WLFI project. support: ...,voidzilla,UC28n0tlcNSa1iPe5mettocg,2025-10-23T18:35:32Z,Binance crash October 2025,https://www.youtube.com/watch?v=JMEJTORMVN4,1498830,73117,10082,PT9M
hUZzV42G-S4,Crypto Market Crash Today News | Best Future Trading Strategy On Binance,Crypto Market Crash Today News | Best Future Trading Strategy On Binance crypto market crash crypto market today crypto ...,Editz With Yt,UC33ouQu9OKwzfqS4zx0cq8w,2025-10-10T21:54:13Z,Binance crash October 2025,https://www.youtube.com/watch?v=hUZzV42G-S4,53,0,0,PT30S
1vEt3HAyMf8,Build a Hyperliquid Liquidation Tracker with Python,"Build a Hyperliquid Liquidation Tracker with Python, gRPC & WebSockets Learn how to track real-time liquidations on Hyperliquid ...",Dwellir,UCQDBAor5jxGP6e0t8KmGstA,2025-10-14T09:03:01Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=1vEt3HAyMf8,582,17,1,PT8M11S
7zcpTyomi20,THE Biggest Liquidation Event In Crypto History: What Exactly Happened?,Everything you need to know about what's happening in Solana & Crypto #crypto #solana #sol #solananews My Telegram ...,Seb Montgomery,UCMYHnAKgZkiXd1P9UAPHoJg,2025-10-11T17:30:01Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=7zcpTyomi20,1620,85,18,PT17M55S
_hU2vv8bVHc,Major L on Hyperliquid amongst $19b+ in liquidations,Brutal realization of the failures and unreadiness of DeFI with failures of the oracle networks completely clearing order books.,Nick Nemo’s Finance & Econ Analysis,UC4XPIFhkVmEjZ_Jjhpa2diA,2025-10-11T18:19:39Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=_hU2vv8bVHc,244,9,7,PT4M42S
rTcAGxSJicw,Which Is BETTER: Hyperliquid or Aster? Honest Review,"For the past year, Hyperliquid has dominated onchain derivatives trading. Nobody's come close to touching their market share or ...",Coin Bureau,UCqK_GSMbpiV8spgD3ZGloSw,2025-09-27T14:01:23Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=rTcAGxSJicw,68748,2168,135,PT21M40S
xlVesTyo92A,"‘Largest Ever’ Crypto Liquidation Event Wipes Out 6,300 Wallets on Hyperliquid",The sell-off erased over $1.23 billion in trader capital on Hyperliquid and $19 billion across the crypto market in a 24 hours.,Crypto World Daily,UC8LolZlUYWcJAd6ILujvfjw,2025-10-11T19:13:25Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=xlVesTyo92A,58,1,2,PT3M43S
qOOkn1JaG8s,The Investment Case for Hyperliquid | DAS London 2025 | Day 1 | Main,The Investment Case for Hyperliquid Speakers: Carolina (Blockworks) This is a panel from DAS London 2025. To explore more ...,Blockworks,UCgK_jxvgUZ7iJKlZUS3YvuA,2025-10-13T15:20:06Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=qOOkn1JaG8s,65,1,1,PT17M54S
9wge7tHnuEU,40 Billion Liquidated… Who’s Really Surviving?,40 Billion Liquidated… Who's Really Surviving? The truth behind the crypto crash is finally coming out. Reports claim $20 billion ...,2xJCrypto,UCCaKZFoi426K3eiHnr2WgFQ,2025-10-12T06:36:34Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=9wge7tHnuEU,878,1,2,PT24S
pGDmleFVbN8,Arthur Hayes on Hyperliquid: The Catch You Need to Know,,Digital Asset News,UCJgHxpqfhWEEjYH9cLXqhIQ,2025-09-24T23:51:52Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=pGDmleFVbN8,1669,30,0,PT51S
OK9FPLcEfKw,How To Farm Airdrops On Hyperliquid,Wiki Cat Contract address: 0x6Ec90334d89dBdc89E08A133271be3d104128Edb Learn how to buy WKC on Gate.io here: ...,SMC Tutors,UCzB1zddYDI_A_7eqf6W7khQ,2025-10-21T17:04:37Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=OK9FPLcEfKw,113,7,4,PT8M37S
gpVcBZ0nlAk,LIKUIDASI TERBESAR SEPANJANG SEJARAH #hyperliquid #trading #cryptotrading,,Bryan Arta Setiawan,UCR6iiBQpFqhVjYqOG6aWMEQ,2025-10-19T02:02:05Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=gpVcBZ0nlAk,3814,54,1,PT46S
BwEV4QqMz-8,"🧐👉 Hyperliquid&#39;s Equity Perps: $100M Launch Ignites DeFi, But What Are the Risks? #QixNewsAI","Hyperliquid, a leading decentralized derivatives exchange, has launched a groundbreaking product: equity perpetuals.",QixNews,UCsvYv54zX-EJMlgL43AlRFQ,2025-10-30T10:39:36Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=BwEV4QqMz-8,10,1,0,PT24S
6q7Ohr0qQ04,$192M in 30 Minutes: Insider Edge or Corruption?,A mysterious Hyperliquid account bet big against Bitcoin and Ethereum just 30 minutes before a 100% tariff on China was ...,How Happiness Works,UCL_LJzXqh5olb-d_KdiFSaA,2025-10-12T16:40:30Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=6q7Ohr0qQ04,25,1,0,PT1M21S
Zm463ULRR4I,Accurate Market Reversals with FREE Liquidity Indicator!,Get ChartPrime: https://chartprime.com/ Try This Indicator Now for FREE!,ChartPrime,UCyG2T5QGRzJjQVVAr1o4qmw,2025-09-16T12:01:19Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=Zm463ULRR4I,23148,683,6,PT2M41S
plIshclT1z4,how to use liquidation heatmap  #cryptotrading #cryptocurrency,video link;- https://youtu.be/cLhFMEU5-Zk Liquidity Heatmap shows where big buy and sell orders are placed in the market.,Finance ultimate,UCrzo9vB6KBx5FUMfRSk4d1w,2025-09-06T16:06:02Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=plIshclT1z4,3859,67,0,PT50S
fibY-gIBK5c,This DEX Could Kill Binance? Hyperliquid (HYPE) Explained – The Future of Crypto Trading?,"Discover Hyperliquid (HYPE) – a game-changing decentralized exchange that's flying under the radar... for now. In this video, we ...",Coin4Coin,UC6TOq74nMgcuEyVaNHOzRXw,2025-10-10T22:00:55Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=fibY-gIBK5c,250,0,0,PT6M5S
CgRVRXnzAwI,Trump Tweet Triggered Millions in Gains 💀,One Trump tweet. Millions in liquidations. And record-breaking blockchain revenue — all in 48 hours. After Trump's comments ...,The Coin Zone | Altcoin Secrets,UC61CJw9-0motnBOLD7-30ww,2025-10-13T16:48:25Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=CgRVRXnzAwI,917,4,4,PT12S
4fTh5ZQ3J00,The truth about copy trading…,My name's Tanja and on this day trading channel I show what it's like to be a funded trader that trades futures. I use ICT concepts ...,Tanja Trades,UCcNF8uo5xFNPf4vGg3W3NaA,2025-09-23T16:00:08Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=4fTh5ZQ3J00,83454,816,15,PT15S
9rjcEQy7Xrs,How Lighter&#39;s Ethereum L2 Perp DEX Handled Liquidations,IMMUNEFI | CRYPTO SECURITY OS https://bankless.cc/Immunefi --- A $19B liquidation wave hit crypto 10 days after Lighter's ...,Bankless,UCAl9Ld79qaZxp9JzEOwd3aA,2025-10-16T10:30:08Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=9rjcEQy7Xrs,6783,216,22,PT1H16M13S
uiwTPoeJMAY,Traders CRUSHED By Massive Liquidations 📉,Justin Sun shakes up the market again — this time XPL holders got liquidated. A massive wave of crypto liquidations just ...,Easy Eats Bodega,UCl_4vynxuRqQ_CwbjobpjMg,2025-09-02T19:33:01Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=uiwTPoeJMAY,740,7,0,PT38S
6OJ6p-qzdYE,"Crash Scorecard: Hyperliquid ADL, Binance De-Peg, Lighter Down",https://docc.eternax.ai/home → Try it: launch a prediction-market agent in ~30s.,EternaX Labs ,UCEVqCj_ZBGHkLhBjwRNdfUg,2025-10-22T14:15:02Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=6OJ6p-qzdYE,52,2,0,PT49S
FWV5uZjxIkw,Crypto’s WORST DAY Over! What Happens Next? ,"The crypto market just experienced one of its most brutal crashes in recent history, billions wiped out, panic across exchanges, ...",Crypto Insider,UCSbyF4RwCk3AuGhYmykCGOQ,2025-10-11T15:00:01Z,Hyperliquid liquidation,https://www.youtube.com/watch?v=FWV5uZjxIkw,85359,6799,309,PT38M10S
